PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
19,24,15,52,29,11,34,129,3,2,18,10,0
14,24,4,11,11,149,1,4,25,1,1,1,4
14,24,3,14,9,35,2,14,31,1,1,1,3
1,4,2,4,3,4,0,15,21,0,0,0,4
18,24,11,20,7,11,0,19,34,0,0,0,3
10,24,6,21,17,11,2,9,10,0,1,1,4
34,26,12,15,21,7,2,10,48,1,5,3,2
18,44,5,6,17,5,0,73,20,1,1,1,3
18,24,1,4,2,11,0,2,42,1,1,1,3
66,24,35,27,51,11,2,8,15,0,0,1,0
12,15,0,1,0,1,0,9,38,0,0,1,4
19,27,6,6,13,12,0,16,18,0,1,1,3
55,24,31,13,17,11,4,57,34,2,16,43,1
11,23,7,6,11,4,0,7,38,0,1,6,4
7,23,0,7,3,7,0,10,82,1,1,1,3
18,24,3,18,17,11,0,7,38,0,4,1,3
21,43,5,6,17,4,3,38,47,1,1,1,2
57,24,1,4,17,11,1,28,54,0,0,1,1
1,7,6,12,9,37,0,7,28,1,1,1,5
7,24,21,21,22,11,0,10,12,1,1,1,4
20,24,4,10,12,11,1,8,18,0,3,0,3
24,46,33,40,57,22,1,15,42,16,23,7,2
15,25,8,21,17,16,1,9,39,0,3,1,3
18,24,11,20,44,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
10,24,4,9,9,11,4,6,18,0,1,1,2
11,22,13,21,27,9,2,16,26,1,1,1,3
19,35,24,11,19,19,1,8,6,4,2,1,3
14,20,6,14,14,22,13,12,33,1,2,2,2
8,24,5,16,8,71,0,9,43,0,0,1,4
37,68,11,21,26,7,6,14,15,1,1,1,1
52,78,26,48,35,38,2,31,87,1,3,0,1
11,24,8,73,33,11,20,143,62,6,39,19,2
15,48,4,15,13,12,1,13,47,0,1,1,3
14,29,5,4,6,8,3,11,6,0,1,1,3
18,31,8,20,0,11,0,5,34,1,1,1,3
10,24,17,10,23,11,2,6,9,0,0,0,3
32,24,4,6,17,11,0,6,18,1,18,1,2
4,12,6,3,5,4,0,11,26,3,3,11,4
18,24,11,20,41,11,0,19,34,0,0,0,3
33,24,62,68,44,11,139,74,53,2,18,10,0
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,29,37,53,11,1,14,27,1,15,3,3
25,109,24,20,16,5,5,20,12,0,1,1,1
18,24,4,25,2,11,25,19,29,1,2,1,3
19,24,3,6,2,11,2,11,12,0,0,1,3
233,29,8,11,17,21,0,36,15,1,1,1,3
16,24,14,28,20,11,33,125,33,8,28,7,0
37,74,33,29,32,20,2,6,19,2,6,39,1
18,24,13,13,13,62,1,12,6,0,0,1,4
26,47,8,16,14,11,3,2,46,0,1,1,3
2,7,4,28,25,12,1,3,23,2,5,1,4
5,19,5,10,3,4,0,6,32,0,1,1,4
16,24,6,48,7,25,0,59,50,0,0,1,3
18,35,6,39,20,18,1,18,43,1,15,8,3
7,24,15,50,18,11,1,50,47,0,4,8,4
59,24,8,33,17,11,2,15,52,1,5,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
42,37,189,20,157,75,1,12,3,0,1,1,3
6,24,5,17,12,11,0,7,16,0,1,1,4
21,38,19,26,36,12,1,14,38,4,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
28,43,23,13,43,5,1,13,21,1,1,1,2
15,44,20,18,31,11,0,7,21,8,1,17,3
7,24,6,11,10,18,3,16,23,1,1,1,3
23,47,5,6,17,4,3,35,46,1,1,1,2
21,37,3,27,13,10,1,9,30,1,12,14,3
18,24,11,20,17,20,3,19,10,1,1,1,3
21,36,4,30,15,18,0,11,44,0,4,0,3
25,24,15,56,17,11,33,73,63,2,18,10,0
18,24,11,20,17,11,0,19,34,0,0,0,3
10,16,3,22,10,7,0,5,19,0,3,3,4
18,24,2,15,7,9,0,4,30,0,6,1,3
11,24,2,8,4,19,5,3,18,1,3,1,4
17,32,2,29,14,7,0,13,36,1,12,3,3
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
21,24,5,7,6,2,1,3,18,0,1,1,3
16,28,1,10,4,11,3,59,23,1,17,3,3
55,24,35,30,52,11,2,8,12,0,0,1,1
6,22,19,15,28,11,2,31,15,0,1,1,4
49,126,28,40,41,44,19,11,40,2,5,18,1
16,31,71,25,6,49,0,19,34,0,0,1,3
18,24,11,20,0,11,0,19,34,0,0,0,3
8,24,7,20,22,11,16,1,35,0,0,0,3
9,35,13,6,15,5,1,46,8,0,1,1,3
18,22,4,1,4,0,0,12,40,3,1,2,3
21,24,3,17,10,3,1,13,19,10,9,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
52,86,14,39,41,43,1,15,96,1,3,1,1
9,24,10,75,20,11,1,53,62,0,3,6,4
6,27,17,7,17,6,2,40,34,1,1,1,3
17,37,8,34,20,13,1,18,31,3,7,5,3
18,24,11,20,48,11,2,19,34,0,0,0,3
5,8,6,4,4,0,2,26,0,1,0,1,4
18,24,11,20,14,11,0,19,34,0,0,0,3
10,27,1,17,7,8,0,5,47,0,3,0,3
22,41,7,39,21,11,2,24,52,1,1,1,3
8,15,3,23,12,6,0,11,23,1,13,5,4
58,84,42,40,52,47,2,24,72,2,8,0,1
3,3,5,17,11,3,0,22,44,0,1,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
4,14,4,17,9,13,0,12,14,0,0,0,4
2,4,2,6,5,3,0,8,19,0,1,1,5
9,13,2,23,20,8,1,5,23,0,4,1,4
18,24,11,20,69,11,2,19,94,0,0,0,3
17,25,33,45,37,11,2,18,45,5,7,19,3
12,24,12,43,24,11,27,32,0,2,11,1,1
18,69,6,7,17,5,0,71,17,1,1,1,2
7,24,6,3,9,11,0,35,27,1,3,1,4
9,19,9,17,18,13,1,14,17,0,5,1,4
11,37,21,30,31,11,48,92,63,3,44,2,0
51,86,40,39,46,33,2,17,35,3,27,2,1
35,67,37,80,57,11,0,6,22,0,0,1,1
19,24,3,12,4,11,1,61,71,3,35,38,3
18,24,11,20,17,11,3,19,34,1,1,1,3
10,24,6,9,12,59,1,9,29,0,0,1,4
4,10,3,18,9,8,0,9,15,0,2,1,5
15,21,2,7,9,17,0,19,33,0,1,1,3
20,37,67,49,24,45,1,10,32,2,1,16,3
74,24,109,37,120,11,4,6,15,0,0,1,0
4,11,2,9,5,12,0,26,78,1,1,1,4
6,13,3,5,5,2,0,7,43,1,1,1,4
11,24,4,5,3,11,1,56,81,0,4,7,3
14,24,25,25,25,11,56,52,34,2,35,1,0
3,8,0,3,2,4,3,10,17,0,0,1,5
7,18,33,16,40,11,2,18,22,0,1,1,3
8,28,29,4,18,7,1,31,4,0,1,1,4
3,13,35,5,25,7,1,2,0,0,1,1,4
10,24,5,8,11,11,1,13,32,0,0,1,4
13,34,24,17,34,11,2,32,70,0,1,1,3
3,6,0,15,6,1,0,22,39,0,0,0,5
25,24,6,19,14,21,0,13,51,0,0,1,3
4,11,2,14,7,8,0,9,17,0,1,0,5
18,24,11,20,0,11,0,19,34,0,0,0,3
3,7,0,2,1,0,1,0,18,1,1,1,4
13,28,7,30,24,35,1,13,50,0,3,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
14,31,15,16,19,11,0,46,33,0,0,1,3
15,24,1,12,5,11,3,68,6,1,1,1,3
28,42,10,17,20,62,2,18,7,26,1,1,2
17,33,5,21,14,11,2,11,23,1,3,1,3
25,36,14,16,21,9,1,18,7,0,1,1,2
2,3,0,2,0,2,0,7,29,0,0,1,5
18,24,11,20,17,11,3,19,34,1,1,1,3
14,24,1,9,10,26,0,13,11,0,0,1,3
18,24,4,4,17,5,0,19,57,1,1,1,3
4,24,2,8,17,11,1,6,28,0,1,1,4
8,23,5,24,14,25,1,17,32,1,9,1,3
4,10,1,3,2,2,0,18,30,0,1,0,4
8,15,1,10,5,13,0,27,37,0,0,0,4
13,24,1,8,5,11,0,9,32,0,0,1,4
5,11,5,20,3,18,2,3,34,0,0,0,4
18,24,11,20,17,11,0,19,34,0,0,0,3
14,26,7,21,17,14,1,6,40,0,1,1,4
11,53,6,6,17,7,1,9,8,0,0,35,3
11,24,1,9,4,31,1,8,22,12,2,1,4
12,24,14,45,16,11,1,16,68,1,16,24,4
59,87,46,40,59,56,3,22,43,4,13,0,1
14,24,7,17,17,11,1,7,30,0,1,1,3
13,24,19,95,48,11,43,162,40,6,42,23,0
18,24,11,20,17,11,3,43,2,1,1,1,3
11,24,6,16,9,22,1,8,24,0,3,1,4
7,16,2,3,3,4,0,7,31,0,0,1,3
12,24,11,12,2,17,0,19,34,0,0,1,4
14,24,5,17,12,11,0,7,24,0,1,1,4
9,17,10,6,10,13,1,29,38,2,1,13,4
18,24,1,4,2,11,0,2,19,1,1,1,3
53,24,8,32,18,38,2,12,38,0,1,1,1
25,35,1,18,8,10,0,21,115,0,2,0,2
15,32,16,41,37,43,1,16,40,1,5,1,3
10,18,7,21,17,9,0,5,27,1,1,1,4
55,100,18,33,31,94,15,7,49,3,5,8,1
19,32,5,33,17,11,1,13,46,1,3,2,3
1,10,1,8,4,7,0,8,19,0,1,0,5
12,25,22,120,67,11,50,53,20,3,44,2,0
4,10,1,5,3,1,1,7,31,1,1,1,4
18,48,7,14,14,8,0,11,51,0,0,1,3
51,82,5,4,16,2,2,17,16,0,1,1,1
18,24,11,20,0,1,0,19,34,1,1,1,3
20,24,4,8,3,11,4,15,40,1,1,1,2
18,24,2,4,2,11,0,2,43,1,1,1,3
16,24,6,12,14,11,14,52,25,0,0,5,2
108,24,4,17,17,11,1,5,27,1,2,1,0
18,24,3,13,9,42,2,19,27,0,0,1,3
18,24,11,20,58,11,0,19,34,0,0,0,3
4,10,1,10,4,5,0,6,25,0,0,0,5
7,20,5,11,4,4,0,6,29,0,1,1,4
10,25,1,12,5,2,1,24,48,0,1,0,3
45,91,42,57,31,36,1,28,34,2,4,1,1
18,4,5,6,17,4,2,6,2,1,1,1,3
31,24,10,38,23,35,1,6,29,0,0,1,2
27,24,1,14,12,11,1,6,12,0,2,1,2
21,26,31,18,40,21,2,11,9,1,0,6,2
11,24,5,11,13,11,1,11,32,1,1,1,3
18,24,11,20,20,4,0,19,34,1,2,1,3
20,41,9,26,24,24,1,17,44,0,1,0,3
18,24,11,20,17,11,0,19,34,0,0,0,3
20,9,9,11,16,24,3,9,27,1,3,1,2
18,25,4,5,17,4,0,33,16,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
41,91,1,18,3,1,3,42,17,0,1,1,1
8,19,4,20,0,16,0,6,29,1,0,1,4
2,9,13,6,16,5,1,2,0,0,1,1,5
36,53,36,33,41,30,2,18,26,3,22,0,3
13,24,4,17,2,11,3,49,28,2,2,1,3
3,6,3,6,10,3,0,14,1,2,1,1,5
22,86,22,9,23,6,4,9,33,0,1,8,2
2,5,2,5,3,2,1,7,30,1,1,1,4
19,53,9,30,19,25,1,20,59,1,11,0,3
17,35,9,15,16,35,3,10,12,0,1,1,3
16,26,4,11,12,7,1,9,29,0,3,1,3
6,24,6,19,12,21,1,7,10,0,0,1,4
26,52,8,13,13,11,1,24,38,0,0,1,2
8,18,14,9,17,19,0,4,17,0,1,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
20,39,5,42,21,16,0,40,40,0,4,0,3
6,17,11,11,17,6,1,8,34,1,1,1,4
8,12,3,14,12,8,1,7,29,0,0,1,4
12,24,3,4,1,11,2,7,52,1,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
8,22,6,7,10,9,0,13,16,1,1,2,4
8,18,4,19,14,8,1,9,34,1,1,1,4
18,24,11,20,17,11,0,19,34,0,0,0,3
14,15,4,13,14,64,1,9,31,5,0,1,4
4,12,2,10,8,5,1,8,38,0,0,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
6,7,7,0,8,17,0,7,0,2,2,1,5
5,15,2,7,4,6,1,15,43,0,0,1,4
18,24,12,9,17,11,2,3,5,0,0,0,3
4,9,4,19,18,4,1,1,10,1,5,1,4
10,23,4,19,12,10,1,7,57,0,2,1,3
9,43,3,9,6,16,0,9,65,5,3,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
18,24,11,20,52,11,0,19,34,0,0,0,3
6,24,11,17,0,8,0,19,34,0,0,1,5
8,24,3,7,9,1,1,8,11,0,0,1,4
18,24,19,7,7,2,3,9,19,1,1,1,3
16,24,14,36,25,7,1,12,51,3,7,6,3
4,12,4,13,11,8,1,7,18,0,0,1,4
10,19,24,1,21,5,1,46,11,0,1,1,2
18,43,5,24,15,40,1,14,54,0,11,1,3
24,49,21,48,28,20,0,15,60,3,6,1,3
11,23,8,40,9,9,0,12,25,0,2,9,4
39,24,1,4,2,11,0,3,18,1,1,1,2
9,24,2,17,17,11,12,5,24,0,0,1,3
40,23,9,19,17,8,0,4,21,1,1,1,2
11,28,11,35,22,2,1,12,16,3,9,6,3
30,24,7,18,18,33,1,15,93,0,0,1,2
10,24,4,8,6,8,1,8,46,4,4,1,4
18,80,5,5,17,4,0,19,18,1,1,1,2
17,29,4,31,16,15,0,11,49,0,3,0,3
40,69,38,20,48,23,2,10,31,2,7,37,1
11,17,0,3,1,2,1,7,62,1,1,1,4
31,75,41,49,45,22,2,31,55,2,21,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
7,17,5,20,15,9,1,7,36,0,21,1,4
14,25,31,34,28,8,2,15,22,0,2,1,3
8,16,2,11,11,5,0,3,21,2,6,1,4
37,65,26,21,54,16,1,30,40,1,1,1,1
46,104,22,38,48,6,3,83,18,0,0,1,1
14,22,1,13,6,6,1,8,48,1,1,1,4
22,20,9,44,21,11,1,4,34,1,0,1,3
42,24,8,13,5,11,1,47,34,1,14,17,1
14,27,15,9,14,33,1,11,9,3,0,1,4
19,24,12,20,15,12,1,6,11,0,0,1,4
21,52,26,97,2,39,0,19,34,1,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
13,24,3,5,6,7,1,8,25,0,5,1,3
44,24,3,7,17,11,0,4,36,0,1,1,1
7,13,2,28,2,29,0,3,24,1,1,1,4
9,30,7,29,17,4,0,8,10,2,6,6,3
12,33,2,24,11,41,1,6,60,0,0,1,3
25,40,5,36,19,10,1,15,50,3,9,4,2
18,41,5,6,17,11,0,21,26,1,1,1,3
12,25,6,28,21,19,1,14,48,1,4,1,3
28,42,2,18,9,9,1,13,136,2,4,3,3
16,33,4,31,15,8,0,6,26,1,15,8,3
6,22,17,13,19,10,1,11,43,0,0,13,4
31,24,2,6,17,11,0,5,32,0,1,1,2
30,53,15,16,23,28,4,22,13,0,1,1,2
18,24,11,20,17,11,0,19,34,1,1,1,3
4,24,14,32,13,11,2,66,46,0,4,7,3
3,24,13,6,16,5,2,53,1,0,1,1,3
18,28,4,3,6,0,2,65,15,0,1,1,3
8,10,6,5,10,6,1,13,24,0,0,1,4
8,17,0,3,1,2,1,4,56,1,1,1,4
10,23,5,6,17,4,3,6,47,1,1,1,3
73,24,65,19,69,11,3,16,13,0,1,1,1
3,12,3,12,10,7,1,7,22,0,1,1,4
29,24,7,34,17,11,17,64,57,2,18,10,0
23,24,4,21,11,26,1,7,38,0,0,1,3
5,9,1,5,3,6,0,26,31,0,0,0,4
20,36,5,40,20,17,1,11,38,2,12,7,3
18,24,11,20,8,11,0,19,34,0,0,0,3
44,24,24,51,37,35,2,13,27,1,2,1,1
18,81,52,12,82,13,2,18,17,0,1,1,2
18,24,11,20,17,11,3,19,34,1,1,1,3
6,8,6,11,9,11,1,7,13,0,0,1,4
7,11,1,4,3,1,1,13,34,1,1,1,4
18,66,4,5,17,4,0,43,16,1,1,1,3
18,8,5,6,17,4,1,6,15,1,1,1,4
2,7,1,4,2,1,2,7,29,1,1,1,4
32,61,20,26,33,21,1,10,60,3,6,1,2
9,16,11,20,17,0,1,12,4,1,1,1,4
8,24,6,10,17,11,2,7,13,0,1,1,4
10,46,22,42,36,11,49,34,54,1,17,0,0
6,19,5,20,0,17,0,6,27,0,0,1,4
16,24,16,31,14,11,3,54,48,1,10,9,3
11,24,17,52,22,11,1,106,69,1,18,26,3
20,24,7,7,12,11,17,34,37,2,8,13,2
18,86,5,5,17,4,0,19,13,1,1,1,2
7,24,1,7,7,11,1,2,15,0,0,0,3
15,42,5,17,15,14,1,12,96,0,1,1,3
7,24,4,7,5,26,19,9,5,1,0,1,4
8,24,13,12,21,11,1,3,10,0,0,0,4
11,24,9,15,10,19,1,5,24,2,6,1,4
48,96,16,35,35,31,1,18,167,1,4,1,1
7,14,8,7,13,6,0,13,27,1,0,2,4
4,9,3,19,17,8,0,1,16,1,1,1,5
34,24,2,20,5,11,1,47,66,0,1,1,2
9,24,5,4,8,11,12,2,19,0,0,0,2
16,33,17,8,17,6,3,36,35,1,1,1,3
7,18,3,15,4,18,0,7,63,0,0,0,3
9,17,4,13,10,28,4,8,16,0,1,1,3
7,24,10,12,17,20,0,7,15,1,1,1,5
18,24,11,20,31,11,2,19,34,0,0,0,3
18,24,0,0,0,11,5,1,0,1,1,1,3
10,64,11,20,0,11,1,21,34,0,1,1,3
7,27,6,21,12,7,1,26,10,3,5,5,3
18,24,11,20,17,11,3,19,34,1,1,1,3
5,24,6,5,9,11,1,10,16,0,0,0,3
19,24,5,21,12,5,1,7,18,0,0,1,3
20,27,2,21,10,9,1,7,103,0,0,0,3
18,24,1,11,1,11,21,19,57,1,4,1,3
9,24,6,16,7,202,1,14,29,0,0,1,4
16,74,19,20,13,5,2,13,4,0,1,1,2
14,24,5,9,17,11,2,4,17,0,1,1,4
4,19,18,6,20,11,1,20,23,0,1,1,4
6,24,9,14,21,11,0,4,1,0,0,0,4
16,26,13,28,22,22,1,17,33,1,14,1,3
5,21,0,4,2,7,0,9,68,1,1,1,4
17,0,35,5,27,16,3,28,15,1,1,1,3
14,29,9,17,17,17,1,14,44,0,8,1,3
21,33,2,24,11,15,0,16,117,0,3,0,2
11,20,13,20,18,8,1,13,43,1,1,1,4
6,24,6,7,11,11,1,11,20,1,1,1,4
7,14,4,12,13,14,0,13,61,1,4,0,4
6,5,15,1,11,15,3,26,22,0,0,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
59,89,51,70,95,27,1,21,46,8,16,1,1
19,31,1,21,10,8,1,13,82,2,4,1,3
18,24,11,20,8,11,0,19,34,0,0,0,3
6,10,41,0,27,1,1,21,1,1,0,1,4
4,9,0,2,1,3,0,11,39,0,1,0,3
10,24,13,48,4,19,0,19,34,0,0,1,4
98,24,2,8,17,11,0,3,43,0,1,1,0
32,69,84,27,91,11,4,39,63,2,1,1,1
20,43,30,33,42,15,2,12,32,1,3,1,3
21,24,5,14,9,11,0,4,37,0,0,1,3
16,24,8,45,13,11,1,67,92,3,32,40,3
18,24,11,14,21,11,1,12,9,0,0,0,3
9,24,3,8,17,11,1,6,19,1,2,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
51,24,8,54,27,29,1,17,21,0,4,1,1
8,28,35,48,0,65,2,8,10,0,1,1,3
18,24,11,20,12,11,0,19,34,0,0,0,3
6,29,20,2,14,14,3,57,19,0,0,1,3
23,31,22,7,23,32,2,17,5,7,1,1,3
6,9,1,6,7,5,0,25,54,0,1,1,4
5,24,3,11,17,11,14,7,21,0,0,1,3
110,154,61,80,22,71,2,25,41,4,12,1,0
18,24,11,20,17,11,3,19,34,1,1,1,3
9,24,3,6,4,11,0,6,13,0,0,1,4
3,13,7,9,13,11,1,19,28,0,1,1,4
21,36,6,27,26,19,1,16,34,12,16,2,3
7,8,3,4,17,0,1,12,1,0,0,1,4
13,32,28,47,50,31,1,17,45,2,11,1,3
7,24,3,18,9,5,0,7,31,1,7,4,4
29,64,11,14,17,11,0,10,42,0,0,1,2
5,24,2,6,4,6,24,3,3,1,1,1,3
18,24,5,18,10,28,2,11,16,15,4,1,3
18,27,8,5,11,3,1,6,38,0,1,8,3
13,24,5,17,12,11,0,1,25,0,1,1,3
11,24,2,17,3,11,3,20,31,1,0,1,3
18,24,11,20,0,11,0,19,34,1,1,1,3
18,24,11,20,17,11,0,19,34,1,1,1,3
10,40,15,5,17,5,3,44,15,0,1,1,3
15,24,5,15,12,11,1,5,29,0,1,1,3
5,6,7,0,8,18,0,12,1,7,7,1,5
12,30,2,13,10,19,0,14,46,0,1,1,3
8,24,8,12,9,11,0,3,38,0,0,1,4
20,35,3,31,15,15,0,9,50,0,3,0,3
9,19,0,12,5,2,0,19,48,0,0,0,4
5,13,3,13,7,6,1,3,20,0,1,0,4
13,11,9,15,20,29,1,9,32,1,3,1,3
22,36,3,47,21,15,1,37,23,0,0,0,3
45,89,12,35,24,26,2,44,67,2,13,0,1
10,28,11,20,0,11,0,19,73,0,1,1,3
18,24,4,8,10,11,1,7,8,0,0,0,3
33,24,21,18,32,11,2,9,7,0,0,0,2
3,7,0,7,3,35,0,12,17,1,0,1,5
16,24,5,15,9,20,1,8,51,0,1,1,3
58,24,16,41,28,36,2,11,63,1,0,1,1
13,24,14,69,35,72,2,4,41,0,0,1,4
101,24,39,24,51,11,4,11,14,0,0,1,0
18,24,11,20,17,11,0,19,34,0,0,0,3
11,24,4,19,10,11,10,71,34,2,11,0,2
23,40,5,22,14,11,1,11,33,1,3,1,2
18,24,11,20,44,11,3,19,34,0,0,0,3
18,24,8,33,12,11,2,39,26,1,1,1,3
28,43,3,30,14,16,0,23,63,0,2,0,2
9,23,5,5,6,32,3,11,5,1,1,1,3
5,22,5,19,11,6,0,19,18,2,4,3,4
11,26,1,7,4,7,3,28,63,0,0,1,3
11,12,48,20,0,11,1,2,21,0,0,1,4
11,34,4,28,14,15,1,17,32,2,14,9,3
14,24,4,9,5,82,1,10,41,0,0,1,3
15,24,2,8,7,95,2,4,60,2,4,1,3
15,33,10,26,16,22,0,11,32,0,0,0,3
22,36,37,9,58,7,1,14,17,1,1,1,3
15,49,7,24,15,18,1,4,15,1,1,0,3
18,19,16,7,17,6,2,30,69,1,1,1,3
18,24,11,20,13,11,0,19,34,0,0,0,3
10,24,5,6,9,11,1,9,23,0,1,0,3
8,24,4,13,7,179,0,12,34,0,0,1,4
22,50,7,16,19,7,5,18,13,0,1,1,3
9,18,6,19,13,17,1,11,28,0,8,0,4
4,8,8,14,18,8,0,5,17,9,7,15,5
18,24,39,20,41,11,2,19,34,0,0,0,3
16,24,34,29,5,31,0,19,34,0,0,1,4
7,7,7,9,12,29,1,8,20,0,0,1,4
18,24,11,20,17,11,0,19,34,1,1,1,3
7,25,13,3,14,11,2,37,21,0,1,1,4
7,24,0,6,4,11,0,19,5,0,0,0,4
9,24,10,13,9,15,0,6,41,0,1,1,4
22,68,7,23,23,11,3,28,4,0,1,1,2
5,6,0,18,15,11,1,8,23,0,0,1,5
24,24,12,19,14,17,1,8,12,0,0,1,2
18,24,11,20,17,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
17,24,2,17,17,11,1,7,19,0,0,1,3
21,50,19,42,38,25,1,21,74,0,4,1,2
14,37,8,12,14,2,4,6,46,0,1,6,3
9,24,1,12,2,11,4,26,46,1,1,1,3
27,32,8,6,4,11,0,26,28,0,0,1,2
3,13,11,3,10,2,0,42,21,1,1,1,4
4,12,5,15,11,17,1,11,25,0,5,1,4
18,24,11,20,17,11,3,19,34,1,1,1,3
16,27,9,23,20,11,1,10,23,0,1,1,3
18,24,11,20,17,11,0,19,34,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
53,24,7,25,15,24,1,10,39,0,0,1,1
18,24,11,20,17,11,3,19,34,1,1,1,3
29,24,40,77,93,11,2,2,23,0,0,0,3
18,34,4,5,17,4,0,19,15,1,1,1,3
18,24,11,20,17,11,3,19,34,1,1,1,3
19,24,10,15,20,11,24,65,28,0,13,9,1
10,14,3,8,8,3,3,16,9,1,1,1,3
14,24,5,15,9,8,1,7,17,0,6,1,4
40,24,6,27,3,11,4,5,46,1,2,1,1
16,30,15,35,26,23,1,22,31,1,15,1,3
52,24,20,23,35,11,3,8,10,0,0,0,1
14,38,6,30,23,32,1,17,50,0,4,1,3
4,12,10,7,14,4,1,37,10,0,1,1,3
11,28,12,9,6,4,0,5,30,1,4,1,3
61,24,8,19,15,11,0,1,22,0,1,1,0
20,24,11,2,10,11,1,8,27,0,0,0,3
12,24,9,9,10,18,1,16,21,1,1,1,4
4,12,2,9,5,9,0,7,47,0,0,0,4
13,8,6,15,16,20,1,7,58,0,2,1,3
3,7,5,6,17,4,2,6,5,1,1,1,3
24,35,6,25,16,11,2,9,18,1,3,1,2
25,51,46,39,65,20,1,16,35,17,23,7,2
14,24,3,8,9,46,1,11,41,0,0,1,3
18,35,6,6,17,4,0,15,16,1,1,1,3
8,7,4,12,14,27,1,12,24,0,0,1,4
17,24,6,32,10,11,0,37,57,1,21,15,3
5,15,13,9,15,9,1,8,25,0,0,2,4
14,24,12,9,12,11,0,8,20,1,1,1,4
9,24,6,9,8,17,3,14,20,1,0,1,3
3,8,1,4,3,1,1,8,30,1,1,1,5
21,50,13,38,38,20,1,15,77,1,6,1,2
31,46,8,6,12,23,1,23,19,1,2,3,2
44,24,16,14,24,11,3,14,27,0,0,0,3
11,22,31,12,27,13,1,13,42,0,2,1,4
11,24,4,9,9,29,1,17,15,1,1,1,4
18,23,2,5,0,0,3,16,46,1,1,1,3
18,24,5,7,9,11,1,7,8,0,0,0,3
18,24,11,20,42,11,0,19,34,0,0,0,3
23,69,6,28,16,29,1,23,64,1,13,2,2
5,14,1,4,3,1,1,7,36,1,1,1,4
14,23,1,7,4,5,0,33,64,1,1,1,3
41,24,5,24,13,25,1,11,29,0,0,1,1
18,24,2,25,21,8,0,19,34,1,2,1,3
43,24,66,81,59,11,147,85,83,2,18,10,3
18,24,11,20,17,11,3,19,34,1,1,1,3
15,26,6,23,18,11,1,6,53,0,1,1,3
14,24,7,13,16,25,1,19,24,0,0,1,4
5,10,13,1,11,11,2,27,1,1,0,1,4
17,36,3,15,7,15,0,3,67,1,0,1,3
20,40,7,45,23,18,1,22,51,2,15,9,3
18,24,11,20,63,11,0,19,34,0,0,0,3
18,24,11,20,20,6,0,19,34,0,1,1,3
37,24,22,25,37,11,49,133,40,11,24,11,0
16,24,19,35,35,11,2,8,11,0,0,0,3
18,24,11,20,17,11,3,19,34,1,1,1,3
21,28,5,11,13,7,1,11,33,0,5,1,2
12,47,21,25,29,11,48,53,41,1,17,0,0
9,38,9,12,16,8,0,19,27,2,1,13,3
26,59,27,41,39,28,3,20,47,1,2,0,2
6,24,4,3,7,10,7,6,76,0,3,1,3
18,8,6,8,7,61,0,4,30,0,1,1,4
2,5,3,20,2,16,2,3,34,0,0,0,4
18,24,11,20,17,11,3,19,34,1,1,1,3
11,24,4,5,7,75,1,5,44,1,1,1,3
34,60,57,45,78,24,2,24,25,20,27,8,2
22,24,3,28,7,11,0,7,122,0,0,1,2
18,32,11,33,35,13,1,14,29,2,1,1,3
7,20,8,6,11,4,0,10,19,2,1,1,4
9,24,6,6,10,11,1,9,23,1,1,1,3
8,29,30,7,31,11,2,5,50,0,1,1,4
10,25,3,23,11,24,1,4,65,0,0,1,4
5,10,23,13,8,8,2,36,34,0,1,1,4
2,9,4,20,3,22,3,3,34,0,0,0,3
4,7,1,6,3,1,0,20,20,0,1,1,5
17,25,3,14,9,11,2,9,20,1,3,1,3
58,68,37,47,20,23,1,26,33,3,7,1,1
11,26,28,15,17,8,0,4,6,1,1,0,4
3,14,5,21,0,17,0,5,21,0,0,1,4
3,15,15,11,18,9,1,11,42,0,0,2,4
35,24,7,18,19,11,2,8,26,0,0,0,2
11,24,3,10,4,11,0,9,33,0,0,1,4
5,8,0,2,0,2,0,8,36,0,0,1,5
38,24,3,10,3,11,1,91,64,6,17,36,2
